ORDRE;FAMILLE;SOUS_FAMILLE;CD_NOM;CD_TAXSUP;CD_SUP;CD_REF;RANG;LB_NOM;LB_AUTEUR;NOM_COMPLET;NOM_COMPLET_HTML;NOM_VALIDE;NOM_VERN;NOM_VERN_ENG;SONOTYPE;HABITAT;FR;GF;MAR;GUA;SM;SB;SPM;MAY;EPA;REU;SA;TA;TAAF;PF;NC;WF;CLI;URL
Chiroptera;Vespertilionidae;;60373;;;60360;ES;Eptesicus transylvanus;;Eptesicus transylvanus ;<i>Eptesicus transylvanus</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60373
Chiroptera;Vespertilionidae;;60374;;;60360;ES;Eptesicus typus;;Eptesicus typus ;<i>Eptesicus typus</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60374
Chiroptera;Vespertilionidae;;60375;;;60360;ES;Eptesicus wiedii;;Eptesicus wiedii ;<i>Eptesicus wiedii</i>;Eptesicus serotinus (Schreber, 1774);Sérotine commune;Serotine Bat;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60375
Chiroptera;Vespertilionidae;;193544;186239;186239;193544;GN;Hypsugo;Kolenati, 1856;Hypsugo Kolenati, 1856;<i>Hypsugo</i> Kolenati, 1856;Hypsugo Kolenati, 1856;;;;;P;;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;60506;193544;193544;60506;ES;Hypsugo savii;(Bonaparte, 1837);Hypsugo savii (Bonaparte, 1837);<i>Hypsugo savii</i> (Bonaparte, 1837);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60506
Chiroptera;Vespertilionidae;;199827;;;60506;SSES;Hypsugo savii caucasicus;(Satunin, 1901);Hypsugo savii caucasicus (Satunin, 1901);<i>Hypsugo savii caucasicus</i> (Satunin, 1901);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/199827
Chiroptera;Vespertilionidae;;199828;;;60506;SSES;Hypsugo savii savii;(Bonaparte, 1837);Hypsugo savii savii (Bonaparte, 1837);<i>Hypsugo savii savii</i> (Bonaparte, 1837);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/199828
Chiroptera;Vespertilionidae;;60508;;;60506;ES;Pipistrellus agilis;;Pipistrellus agilis ;<i>Pipistrellus agilis</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60508
Chiroptera;Vespertilionidae;;60509;;;60506;ES;Pipistrellus aristippe;;Pipistrellus aristippe ;<i>Pipistrellus aristippe</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60509
Chiroptera;Vespertilionidae;;60510;;;60506;ES;Pipistrellus bonapartii;;Pipistrellus bonapartii ;<i>Pipistrellus bonapartii</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60510
Chiroptera;Vespertilionidae;;60511;;;60506;ES;Pipistrellus leucippe;;Pipistrellus leucippe ;<i>Pipistrellus leucippe</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60511
Chiroptera;Vespertilionidae;;60512;;;60506;ES;Pipistrellus maurus;;Pipistrellus maurus ;<i>Pipistrellus maurus</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60512
Chiroptera;Vespertilionidae;;60513;;;60506;ES;Pipistrellus nigrans;;Pipistrellus nigrans ;<i>Pipistrellus nigrans</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60513
Chiroptera;Vespertilionidae;;60514;;;60506;ES;Pipistrellus ochromixtus;;Pipistrellus ochromixtus ;<i>Pipistrellus ochromixtus</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60514
Chiroptera;Vespertilionidae;;60515;;;60506;SSES;Pipistrellus savii caucasicus;(Satunin, 1901);Pipistrellus savii caucasicus (Satunin, 1901);<i>Pipistrellus savii caucasicus</i> (Satunin, 1901);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60515
Chiroptera;Vespertilionidae;;60507;;;60506;SSES;Pipistrellus savii savii;(Bonaparte, 1837);Pipistrellus savii savii (Bonaparte, 1837);<i>Pipistrellus savii savii</i> (Bonaparte, 1837);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60507
Chiroptera;Vespertilionidae;;60504;;;60506;ES;Pipistrellus savii;(Bonaparte, 1837);Pipistrellus savii (Bonaparte, 1837);<i>Pipistrellus savii</i> (Bonaparte, 1837);Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60504
Chiroptera;Vespertilionidae;;60516;;;60506;ES;Pipistrellus tauricus;;Pipistrellus tauricus ;<i>Pipistrellus tauricus</i>;Hypsugo savii (Bonaparte, 1837);Vespère de Savi;Savi's Pipistrelle;FMd-QCF;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60516
Chiroptera;Vespertilionidae;;646933;186239;186239;646933;GN;Lasionycteris;Peters, 1866;Lasionycteris Peters, 1866;<i>Lasionycteris</i> Peters, 1866;Lasionycteris Peters, 1866;;;;;;;;;;;P;;;;;;;;;;;
Chiroptera;Vespertilionidae;;645525;646933;646933;645525;ES;Lasionycteris noctivagans;(Le Conte, 1831);Lasionycteris noctivagans (Le Conte, 1831);<i>Lasionycteris noctivagans</i> (Le Conte, 1831);Lasionycteris noctivagans (Le Conte, 1831);Chauve-souris argentée;;FMd-QCF;3;;;;;;;P;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/645525
Chiroptera;Vespertilionidae;;193878;186239;186239;193878;GN;Lasiurus;Gray, 1831;Lasiurus Gray, 1831;<i>Lasiurus</i> Gray, 1831;Lasiurus Gray, 1831;;;;;;P;;;;;;;;;;;;;;;;
Chiroptera;Vespertilionidae;;443738;193878;193878;443738;ES;Lasiurus atratus;Handley, 1996;Lasiurus atratus Handley, 1996;<i>Lasiurus atratus</i> Handley, 1996;Lasiurus atratus Handley, 1996;;;FMd-QCF;3;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/443738
Chiroptera;Vespertilionidae;;443832;;;443738;ES;Lasiurus castaneus;auct., non Mandley, 1960;Lasiurus castaneus auct., non Mandley, 1960;<i>Lasiurus castaneus</i> auct., non Mandley, 1960;Lasiurus atratus Handley, 1996;;;FMd-QCF;3;A;S;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/443832
Chiroptera;Vespertilionidae;;521603;193878;193878;521603;ES;Lasiurus blossevillii;(Lesson & Garnot, 1826);Lasiurus blossevillii (Lesson & Garnot, 1826);<i>Lasiurus blossevillii</i> (Lesson & Garnot, 1826);Lasiurus blossevillii (Lesson & Garnot, 1826);;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/521603
Chiroptera;Vespertilionidae;;443739;193878;193878;443739;ES;Lasiurus borealis;(Müller, 1776);Lasiurus borealis (Müller, 1776);<i>Lasiurus borealis</i> (Müller, 1776);Lasiurus borealis (Müller, 1776);;;FMd-QCF;3;;Q;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443739
Chiroptera;Vespertilionidae;;655379;193878;193878;655379;ES;Lasiurus ega;Gervais, 1856;Lasiurus ega Gervais, 1856;<i>Lasiurus ega</i> Gervais, 1856;Lasiurus ega Gervais, 1856;;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/655379
Chiroptera;Vespertilionidae;;443740;193878;193878;443740;ES;Lasiurus egregius;(Peters, 1870);Lasiurus egregius (Peters, 1870);<i>Lasiurus egregius</i> (Peters, 1870);Lasiurus egregius (Peters, 1870);;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443740
Chiroptera;Vespertilionidae;;195005;186239;186239;195005;GN;Myotis;Kaup, 1829;Myotis Kaup, 1829;<i>Myotis</i> Kaup, 1829;Myotis Kaup, 1829;;;;3;P;P;P;P;;;P;;;;;;;;;;;
Chiroptera;Vespertilionidae;;443741;195005;195005;443741;ES;Myotis albescens;(É. Geoffroy Saint-Hilaire, 1806);Myotis albescens (É. Geoffroy Saint-Hilaire, 1806);<i>Myotis albescens</i> (É. Geoffroy Saint-Hilaire, 1806);Myotis albescens (É. Geoffroy Saint-Hilaire, 1806);;;FMd-QCF;3;;P;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/443741
Chiroptera;Vespertilionidae;;79299;195005;195005;79299;ES;Myotis alcathoe;Helversen & Heller, 2001;Myotis alcathoe Helversen & Heller, 2001;<i>Myotis alcathoe</i> Helversen & Heller, 2001;Myotis alcathoe Helversen & Heller, 2001;Murin d'Alcathoe;Alcathoe bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79299
Chiroptera;Vespertilionidae;;79301;195005;195005;79301;ES;Myotis bechsteinii;(Kuhl, 1817);Myotis bechsteinii (Kuhl, 1817);<i>Myotis bechsteinii</i> (Kuhl, 1817);Myotis bechsteinii (Kuhl, 1817);Murin de Bechstein;Bechstein's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79301
Chiroptera;Vespertilionidae;;60414;;;79301;ES;Myotis bechsteini;(Kuhl, 1817);Myotis bechsteini (Kuhl, 1817);<i>Myotis bechsteini</i> (Kuhl, 1817);Myotis bechsteinii (Kuhl, 1817);Murin de Bechstein;Bechstein's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60414
Chiroptera;Vespertilionidae;;60416;;;79301;ES;Myotis favonicus;;Myotis favonicus ;<i>Myotis favonicus</i>;Myotis bechsteinii (Kuhl, 1817);Murin de Bechstein;Bechstein's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60416
Chiroptera;Vespertilionidae;;60417;;;79301;ES;Myotis ghidinii;;Myotis ghidinii ;<i>Myotis ghidinii</i>;Myotis bechsteinii (Kuhl, 1817);Murin de Bechstein;Bechstein's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60417
Chiroptera;Vespertilionidae;;60427;195005;195005;60427;ES;Myotis blythii;(Tomes, 1857);Myotis blythii (Tomes, 1857);<i>Myotis blythii</i> (Tomes, 1857);Myotis blythii (Tomes, 1857);Petit Murin;Lesser mouse-eared bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60427
Chiroptera;Vespertilionidae;;200115;60427;60427;200115;SSES;Myotis blythii oxygnathus;(Monticelli, 1885);Myotis blythii oxygnathus (Monticelli, 1885);<i>Myotis blythii oxygnathus</i> (Monticelli, 1885);Myotis blythii oxygnathus (Monticelli, 1885);;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/200115
Chiroptera;Vespertilionidae;;60429;;;200115;SSES;Myotis blythii oxyghnatus;(Monticelli, 1885);Myotis blythii oxyghnatus (Monticelli, 1885);<i>Myotis blythii oxyghnatus</i> (Monticelli, 1885);Myotis blythii oxygnathus (Monticelli, 1885);;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60429
Chiroptera;Vespertilionidae;;416714;;;200115;ES;Myotis oxygnathus;Monticelli, 1885;Myotis oxygnathus Monticelli, 1885;<i>Myotis oxygnathus</i> Monticelli, 1885;Myotis blythii oxygnathus (Monticelli, 1885);;;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/416714
Chiroptera;Vespertilionidae;;79300;195005;195005;79300;ES;Myotis brandtii;(Eversmann, 1845);Myotis brandtii (Eversmann, 1845);<i>Myotis brandtii</i> (Eversmann, 1845);Myotis brandtii (Eversmann, 1845);Murin de Brandt;Brandt's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/79300
Chiroptera;Vespertilionidae;;60399;;;79300;SSES;Complexe mystacinus brandti;(Eversmann, 1845);Complexe mystacinus brandti (Eversmann, 1845);<i>Complexe mystacinus brandti</i> (Eversmann, 1845);Myotis brandtii (Eversmann, 1845);Murin de Brandt;Brandt's Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60399
Chiroptera;Vespertilionidae;;60396;;;79300;ES;Myotis brandti;(Eversmann, 1845);Myotis brandti (Eversmann, 1845);<i>Myotis brandti</i> (Eversmann, 1845);Myotis brandtii (Eversmann, 1845);Murin de Brandt;Brandt's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60396
Chiroptera;Vespertilionidae;;60398;;;79300;SSES;Myotis mystacinus brandti;(Eversmann, 1845);Myotis mystacinus brandti (Eversmann, 1845);<i>Myotis mystacinus brandti</i> (Eversmann, 1845);Myotis brandtii (Eversmann, 1845);Murin de Brandt;Brandt's Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60398
Chiroptera;Vespertilionidae;;847352;;;79300;ES;Vespertilio brandtii;Eversmann, 1845;Vespertilio brandtii Eversmann, 1845;<i>Vespertilio brandtii</i> Eversmann, 1845;Myotis brandtii (Eversmann, 1845);Murin de Brandt;Brandt's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/847352
Chiroptera;Vespertilionidae;;60439;195005;195005;60439;ES;Myotis capaccinii;(Bonaparte, 1837);Myotis capaccinii (Bonaparte, 1837);<i>Myotis capaccinii</i> (Bonaparte, 1837);Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60439
Chiroptera;Vespertilionidae;;60441;;;60439;ES;Myotis blasii;Major;Myotis blasii Major;<i>Myotis blasii</i> Major;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60441
Chiroptera;Vespertilionidae;;60442;;;60439;ES;Myotis bureschi;;Myotis bureschi ;<i>Myotis bureschi</i>;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60442
Chiroptera;Vespertilionidae;;60443;;;60439;ES;Myotis dasypus;;Myotis dasypus ;<i>Myotis dasypus</i>;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60443
Chiroptera;Vespertilionidae;;60444;;;60439;ES;Myotis majori;;Myotis majori ;<i>Myotis majori</i>;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60444
Chiroptera;Vespertilionidae;;60445;;;60439;ES;Myotis megapodius;;Myotis megapodius ;<i>Myotis megapodius</i>;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60445
Chiroptera;Vespertilionidae;;60446;;;60439;ES;Myotis pellucens;;Myotis pellucens ;<i>Myotis pellucens</i>;Myotis capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;Long-fingered bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60446
Chiroptera;Vespertilionidae;;200117;60439;60439;200117;SSES;Myotis capaccinii capaccinii;(Bonaparte, 1837);Myotis capaccinii capaccinii (Bonaparte, 1837);<i>Myotis capaccinii capaccinii</i> (Bonaparte, 1837);Myotis capaccinii capaccinii (Bonaparte, 1837);Murin de Capaccini, Vespertilion de Capaccini;;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/200117
Chiroptera;Vespertilionidae;;912954;195005;195005;912954;ES;Myotis crypticus;Ruedi, Ibáñez, Salicini, Juste & Puechmaille, 2018;Myotis crypticus Ruedi, Ibáñez, Salicini, Juste & Puechmaille, 2018;<i>Myotis crypticus</i> Ruedi, Ibáñez, Salicini, Juste & Puechmaille, 2018;Myotis crypticus Ruedi, Ibáñez, Salicini, Juste & Puechmaille, 2018;;;FMd;3;P;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;https://inpn.mnhn.fr/espece/cd_nom/912954
Chiroptera;Vespertilionidae;;60447;195005;195005;60447;ES;Myotis dasycneme;(Boie, 1825);Myotis dasycneme (Boie, 1825);<i>Myotis dasycneme</i> (Boie, 1825);Myotis dasycneme (Boie, 1825);Murin des marais, Vespertilion des marais;Pond Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60447
Chiroptera;Vespertilionidae;;60449;;;60447;ES;Myotis limnophilus;;Myotis limnophilus ;<i>Myotis limnophilus</i>;Myotis dasycneme (Boie, 1825);Murin des marais, Vespertilion des marais;Pond Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60449
Chiroptera;Vespertilionidae;;60450;;;60447;ES;Myotis major;;Myotis major ;<i>Myotis major</i>;Myotis dasycneme (Boie, 1825);Murin des marais, Vespertilion des marais;Pond Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60450
Chiroptera;Vespertilionidae;;200118;195005;195005;200118;ES;Myotis daubentonii;(Kuhl, 1817);Myotis daubentonii (Kuhl, 1817);<i>Myotis daubentonii</i> (Kuhl, 1817);Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/200118
Chiroptera;Vespertilionidae;;60432;;;200118;ES;Myotis aedilus;Jenyns, 1839;Myotis aedilus Jenyns, 1839;<i>Myotis aedilus</i> Jenyns, 1839;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60432
Chiroptera;Vespertilionidae;;60433;;;200118;ES;Myotis albus;Fitzinger, 1871;Myotis albus Fitzinger, 1871;<i>Myotis albus</i> Fitzinger, 1871;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60433
Chiroptera;Vespertilionidae;;60434;;;200118;ES;Myotis capucinellus;Fitzinger, 1871;Myotis capucinellus Fitzinger, 1871;<i>Myotis capucinellus</i> Fitzinger, 1871;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60434
Chiroptera;Vespertilionidae;;60430;;;200118;ES;Myotis daubentoni;(Kuhl, 1817);Myotis daubentoni (Kuhl, 1817);<i>Myotis daubentoni</i> (Kuhl, 1817);Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60430
Chiroptera;Vespertilionidae;;60435;;;200118;ES;Myotis lanatus;Crespon, 1844;Myotis lanatus Crespon, 1844;<i>Myotis lanatus</i> Crespon, 1844;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60435
Chiroptera;Vespertilionidae;;60436;;;200118;ES;Myotis minutellus;Fitzinger, 1871;Myotis minutellus Fitzinger, 1871;<i>Myotis minutellus</i> Fitzinger, 1871;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60436
Chiroptera;Vespertilionidae;;60451;;;200118;ES;Myotis nathalinea;Tupinier, 1977;Myotis nathalinea Tupinier, 1977;<i>Myotis nathalinea</i> Tupinier, 1977;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60451
Chiroptera;Vespertilionidae;;60437;;;200118;ES;Myotis staufferi;Fatio, 1890;Myotis staufferi Fatio, 1890;<i>Myotis staufferi</i> Fatio, 1890;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60437
Chiroptera;Vespertilionidae;;60438;;;200118;ES;Myotis volgensis;Eversmann, 1840;Myotis volgensis Eversmann, 1840;<i>Myotis volgensis</i> Eversmann, 1840;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60438
Chiroptera;Vespertilionidae;;847351;;;200118;ES;Vespertilio daubentonii;Kuhl, 1817;Vespertilio daubentonii Kuhl, 1817;<i>Vespertilio daubentonii</i> Kuhl, 1817;Myotis daubentonii (Kuhl, 1817);Murin de Daubenton;Daubenton's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/847351
Chiroptera;Vespertilionidae;;533103;195005;195005;533103;ES;Myotis dominicensis;Miller, 1902;Myotis dominicensis Miller, 1902;<i>Myotis dominicensis</i> Miller, 1902;Myotis dominicensis Miller, 1902;Myotis de la Dominique, Murin de la Dominique;;FMd;3;;;;S;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/533103
Chiroptera;Vespertilionidae;;60400;195005;195005;60400;ES;Myotis emarginatus;(É. Geoffroy Saint-Hilaire, 1806);Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);<i>Myotis emarginatus</i> (É. Geoffroy Saint-Hilaire, 1806);Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60400
Chiroptera;Vespertilionidae;;60403;;;60400;ES;Myotis budapestiensis;;Myotis budapestiensis ;<i>Myotis budapestiensis</i>;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60403
Chiroptera;Vespertilionidae;;60404;;;60400;ES;Myotis ciliati;;Myotis ciliati ;<i>Myotis ciliati</i>;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60404
Chiroptera;Vespertilionidae;;60402;;;60400;SSES;Myotis emarginatus emarginatus;;Myotis emarginatus emarginatus ;<i>Myotis emarginatus emarginatus</i>;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60402
Chiroptera;Vespertilionidae;;60405;;;60400;ES;Myotis neglectus;;Myotis neglectus ;<i>Myotis neglectus</i>;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60405
Chiroptera;Vespertilionidae;;60406;;;60400;ES;Myotis rufescens;Crespon;Myotis rufescens Crespon;<i>Myotis rufescens</i> Crespon;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60406
Chiroptera;Vespertilionidae;;60407;;;60400;ES;Myotis schrankii;Kolenati, 1856;Myotis schrankii Kolenati, 1856;<i>Myotis schrankii</i> Kolenati, 1856;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60407
Chiroptera;Vespertilionidae;;885332;;;60400;ES;Vespertilio emarginatus;É. Geoffroy Saint-Hilaire, 1806;Vespertilio emarginatus É. Geoffroy Saint-Hilaire, 1806;<i>Vespertilio emarginatus</i> É. Geoffroy Saint-Hilaire, 1806;Myotis emarginatus (É. Geoffroy Saint-Hilaire, 1806);Murin à oreilles échancrées, Vespertilion à oreilles échancrées;Geoffroy's Bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/885332
Chiroptera;Vespertilionidae;;60411;195005;195005;60411;ES;Myotis escalerai;Cabrera, 1904;Myotis escalerai Cabrera, 1904;<i>Myotis escalerai</i> Cabrera, 1904;Myotis escalerai Cabrera, 1904;Murin d'Escalera;Escalera's bat;FMd;3;P;;;;;;;;;;;;;;;;;https://inpn.mnhn.fr/espece/cd_nom/60411
